,nodeA,nodeB
23608,Carson,Kasich
23609,Bush,Carson
23610,Carson,Kasich
23611,Carson,Rubio
23612,Carson,John Weaver
23613,Carson,Kasich
23614,Carson,Trump
23615,Carson,Carson
23616,Carson,Fiorina
23617,Bush,Carson
23618,Carson,Rubio
23619,Carson,Kasich
23620,Bush,Carson
23621,Bush,Carson
23622,Carson,Cruz
23623,Carson,Sally Bradshaw
23624,Bush,Carson
23625,Bush,Carson
23626,Carson,Donald Trump
23627,Carson,George W. Bush
23628,Carson,Kasich
23629,Carson,Obama
23630,Carson,David Axelrod
23631,Carson,Chris Christie
23632,Carson,Fiorina
23633,Carson,Carson
23634,Bush,Carson
23635,Carson,Rubio
23636,Carson,Kasich
23637,Bush,Bush
23638,Bush,Bush
23639,Bush,Rubio
23640,Bush,Kasich
23641,Bush,Bush
23642,Bush,Kasich
23643,Bush,Bush
23644,Bush,Kasich
23645,Bush,Rubio
23646,Bush,John Weaver
23647,Bush,Kasich
23648,Bush,Trump
23649,Bush,Carson
23650,Bush,Fiorina
23651,Bush,Bush
23652,Bush,Rubio
23653,Bush,Kasich
23654,Bush,Bush
23655,Bush,Bush
23656,Bush,Cruz
23657,Bush,Sally Bradshaw
23658,Bush,Bush
23659,Bush,Bush
23660,Bush,Donald Trump
23661,Bush,George W. Bush
23662,Bush,Kasich
23663,Bush,Obama
23664,Bush,David Axelrod
23665,Bush,Chris Christie
23666,Bush,Fiorina
23667,Bush,Carson
23668,Bush,Bush
23669,Bush,Rubio
23670,Bush,Kasich
23671,Bush,Bush
23672,Bush,Rubio
23673,Bush,Kasich
23674,Bush,Bush
23675,Bush,Kasich
23676,Bush,Bush
23677,Bush,Kasich
23678,Bush,Rubio
23679,Bush,John Weaver
23680,Bush,Kasich
23681,Bush,Trump
23682,Bush,Carson
23683,Bush,Fiorina
23684,Bush,Bush
23685,Bush,Rubio
23686,Bush,Kasich
23687,Bush,Bush
23688,Bush,Bush
23689,Bush,Cruz
23690,Bush,Sally Bradshaw
23691,Bush,Bush
23692,Bush,Bush
23693,Bush,Donald Trump
23694,Bush,George W. Bush
23695,Bush,Kasich
23696,Bush,Obama
23697,Bush,David Axelrod
23698,Bush,Chris Christie
23699,Bush,Fiorina
23700,Bush,Carson
23701,Bush,Bush
23702,Bush,Rubio
23703,Bush,Kasich
23704,Bush,Rubio
23705,Bush,Kasich
23706,Bush,Bush
23707,Bush,Kasich
23708,Bush,Bush
23709,Bush,Kasich
23710,Bush,Rubio
23711,Bush,John Weaver
23712,Bush,Kasich
23713,Bush,Trump
23714,Bush,Carson
23715,Bush,Fiorina
23716,Bush,Bush
23717,Bush,Rubio
23718,Bush,Kasich
23719,Bush,Bush
23720,Bush,Bush
23721,Bush,Cruz
23722,Bush,Sally Bradshaw
23723,Bush,Bush
23724,Bush,Bush
23725,Bush,Donald Trump
23726,Bush,George W. Bush
23727,Bush,Kasich
23728,Bush,Obama
23729,Bush,David Axelrod
23730,Bush,Chris Christie
23731,Bush,Fiorina
23732,Bush,Carson
23733,Bush,Bush
23734,Bush,Rubio
23735,Bush,Kasich
23736,Kasich,Rubio
23737,Bush,Rubio
23738,Kasich,Rubio
23739,Bush,Rubio
23740,Kasich,Rubio
23741,Rubio,Rubio
23742,John Weaver,Rubio
23743,Kasich,Rubio
23744,Rubio,Trump
23745,Carson,Rubio
23746,Fiorina,Rubio
23747,Bush,Rubio
23748,Rubio,Rubio
23749,Kasich,Rubio
23750,Bush,Rubio
23751,Bush,Rubio
23752,Cruz,Rubio
23753,Rubio,Sally Bradshaw
23754,Bush,Rubio
23755,Bush,Rubio
23756,Donald Trump,Rubio
23757,George W. Bush,Rubio
23758,Kasich,Rubio
23759,Obama,Rubio
23760,David Axelrod,Rubio
23761,Chris Christie,Rubio
23762,Fiorina,Rubio
23763,Carson,Rubio
23764,Bush,Rubio
23765,Rubio,Rubio
23766,Kasich,Rubio
23767,Bush,Kasich
23768,Kasich,Kasich
23769,Bush,Kasich
23770,Kasich,Kasich
23771,Kasich,Rubio
23772,John Weaver,Kasich
23773,Kasich,Kasich
23774,Kasich,Trump
23775,Carson,Kasich
23776,Fiorina,Kasich
23777,Bush,Kasich
23778,Kasich,Rubio
23779,Kasich,Kasich
23780,Bush,Kasich
23781,Bush,Kasich
23782,Cruz,Kasich
23783,Kasich,Sally Bradshaw
23784,Bush,Kasich
23785,Bush,Kasich
23786,Donald Trump,Kasich
23787,George W. Bush,Kasich
23788,Kasich,Kasich
23789,Kasich,Obama
23790,David Axelrod,Kasich
23791,Chris Christie,Kasich
23792,Fiorina,Kasich
23793,Carson,Kasich
23794,Bush,Kasich
23795,Kasich,Rubio
23796,Kasich,Kasich
23797,Bush,Kasich
23798,Bush,Bush
23799,Bush,Kasich
23800,Bush,Rubio
23801,Bush,John Weaver
23802,Bush,Kasich
23803,Bush,Trump
23804,Bush,Carson
23805,Bush,Fiorina
23806,Bush,Bush
23807,Bush,Rubio
23808,Bush,Kasich
23809,Bush,Bush
23810,Bush,Bush
23811,Bush,Cruz
23812,Bush,Sally Bradshaw
23813,Bush,Bush
23814,Bush,Bush
23815,Bush,Donald Trump
23816,Bush,George W. Bush
23817,Bush,Kasich
23818,Bush,Obama
23819,Bush,David Axelrod
23820,Bush,Chris Christie
23821,Bush,Fiorina
23822,Bush,Carson
23823,Bush,Bush
23824,Bush,Rubio
23825,Bush,Kasich
23826,Bush,Kasich
23827,Kasich,Kasich
23828,Kasich,Rubio
23829,John Weaver,Kasich
23830,Kasich,Kasich
23831,Kasich,Trump
23832,Carson,Kasich
23833,Fiorina,Kasich
23834,Bush,Kasich
23835,Kasich,Rubio
23836,Kasich,Kasich
23837,Bush,Kasich
23838,Bush,Kasich
23839,Cruz,Kasich
23840,Kasich,Sally Bradshaw
23841,Bush,Kasich
23842,Bush,Kasich
23843,Donald Trump,Kasich
23844,George W. Bush,Kasich
23845,Kasich,Kasich
23846,Kasich,Obama
23847,David Axelrod,Kasich
23848,Chris Christie,Kasich
23849,Fiorina,Kasich
23850,Carson,Kasich
23851,Bush,Kasich
23852,Kasich,Rubio
23853,Kasich,Kasich
23854,Bush,Kasich
23855,Bush,Rubio
23856,Bush,John Weaver
23857,Bush,Kasich
23858,Bush,Trump
23859,Bush,Carson
23860,Bush,Fiorina
23861,Bush,Bush
23862,Bush,Rubio
23863,Bush,Kasich
23864,Bush,Bush
23865,Bush,Bush
23866,Bush,Cruz
23867,Bush,Sally Bradshaw
23868,Bush,Bush
23869,Bush,Bush
23870,Bush,Donald Trump
23871,Bush,George W. Bush
23872,Bush,Kasich
23873,Bush,Obama
23874,Bush,David Axelrod
23875,Bush,Chris Christie
23876,Bush,Fiorina
23877,Bush,Carson
23878,Bush,Bush
23879,Bush,Rubio
23880,Bush,Kasich
23881,Kasich,Rubio
23882,John Weaver,Kasich
23883,Kasich,Kasich
23884,Kasich,Trump
23885,Carson,Kasich
23886,Fiorina,Kasich
23887,Bush,Kasich
23888,Kasich,Rubio
23889,Kasich,Kasich
23890,Bush,Kasich
23891,Bush,Kasich
23892,Cruz,Kasich
23893,Kasich,Sally Bradshaw
23894,Bush,Kasich
23895,Bush,Kasich
23896,Donald Trump,Kasich
23897,George W. Bush,Kasich
23898,Kasich,Kasich
23899,Kasich,Obama
23900,David Axelrod,Kasich
23901,Chris Christie,Kasich
23902,Fiorina,Kasich
23903,Carson,Kasich
23904,Bush,Kasich
23905,Kasich,Rubio
23906,Kasich,Kasich
23907,John Weaver,Rubio
23908,Kasich,Rubio
23909,Rubio,Trump
23910,Carson,Rubio
23911,Fiorina,Rubio
23912,Bush,Rubio
23913,Rubio,Rubio
23914,Kasich,Rubio
23915,Bush,Rubio
23916,Bush,Rubio
23917,Cruz,Rubio
23918,Rubio,Sally Bradshaw
23919,Bush,Rubio
23920,Bush,Rubio
23921,Donald Trump,Rubio
23922,George W. Bush,Rubio
23923,Kasich,Rubio
23924,Obama,Rubio
23925,David Axelrod,Rubio
23926,Chris Christie,Rubio
23927,Fiorina,Rubio
23928,Carson,Rubio
23929,Bush,Rubio
23930,Rubio,Rubio
23931,Kasich,Rubio
23932,John Weaver,Kasich
23933,John Weaver,Trump
23934,Carson,John Weaver
23935,Fiorina,John Weaver
23936,Bush,John Weaver
23937,John Weaver,Rubio
23938,John Weaver,Kasich
23939,Bush,John Weaver
23940,Bush,John Weaver
23941,Cruz,John Weaver
23942,John Weaver,Sally Bradshaw
23943,Bush,John Weaver
23944,Bush,John Weaver
23945,Donald Trump,John Weaver
23946,George W. Bush,John Weaver
23947,John Weaver,Kasich
23948,John Weaver,Obama
23949,David Axelrod,John Weaver
23950,Chris Christie,John Weaver
23951,Fiorina,John Weaver
23952,Carson,John Weaver
23953,Bush,John Weaver
23954,John Weaver,Rubio
23955,John Weaver,Kasich
23956,Kasich,Trump
23957,Carson,Kasich
23958,Fiorina,Kasich
23959,Bush,Kasich
23960,Kasich,Rubio
23961,Kasich,Kasich
23962,Bush,Kasich
23963,Bush,Kasich
23964,Cruz,Kasich
23965,Kasich,Sally Bradshaw
23966,Bush,Kasich
23967,Bush,Kasich
23968,Donald Trump,Kasich
23969,George W. Bush,Kasich
23970,Kasich,Kasich
23971,Kasich,Obama
23972,David Axelrod,Kasich
23973,Chris Christie,Kasich
23974,Fiorina,Kasich
23975,Carson,Kasich
23976,Bush,Kasich
23977,Kasich,Rubio
23978,Kasich,Kasich
23979,Carson,Trump
23980,Fiorina,Trump
23981,Bush,Trump
23982,Rubio,Trump
23983,Kasich,Trump
23984,Bush,Trump
23985,Bush,Trump
23986,Cruz,Trump
23987,Sally Bradshaw,Trump
23988,Bush,Trump
23989,Bush,Trump
23990,Donald Trump,Trump
23991,George W. Bush,Trump
23992,Kasich,Trump
23993,Obama,Trump
23994,David Axelrod,Trump
23995,Chris Christie,Trump
23996,Fiorina,Trump
23997,Carson,Trump
23998,Bush,Trump
23999,Rubio,Trump
24000,Kasich,Trump
24001,Carson,Fiorina
24002,Bush,Carson
24003,Carson,Rubio
24004,Carson,Kasich
24005,Bush,Carson
24006,Bush,Carson
24007,Carson,Cruz
24008,Carson,Sally Bradshaw
24009,Bush,Carson
24010,Bush,Carson
24011,Carson,Donald Trump
24012,Carson,George W. Bush
24013,Carson,Kasich
24014,Carson,Obama
24015,Carson,David Axelrod
24016,Carson,Chris Christie
24017,Carson,Fiorina
24018,Carson,Carson
24019,Bush,Carson
24020,Carson,Rubio
24021,Carson,Kasich
24022,Bush,Fiorina
24023,Fiorina,Rubio
24024,Fiorina,Kasich
24025,Bush,Fiorina
24026,Bush,Fiorina
24027,Cruz,Fiorina
24028,Fiorina,Sally Bradshaw
24029,Bush,Fiorina
24030,Bush,Fiorina
24031,Donald Trump,Fiorina
24032,Fiorina,George W. Bush
24033,Fiorina,Kasich
24034,Fiorina,Obama
24035,David Axelrod,Fiorina
24036,Chris Christie,Fiorina
24037,Fiorina,Fiorina
24038,Carson,Fiorina
24039,Bush,Fiorina
24040,Fiorina,Rubio
24041,Fiorina,Kasich
24042,Bush,Rubio
24043,Bush,Kasich
24044,Bush,Bush
24045,Bush,Bush
24046,Bush,Cruz
24047,Bush,Sally Bradshaw
24048,Bush,Bush
24049,Bush,Bush
24050,Bush,Donald Trump
24051,Bush,George W. Bush
24052,Bush,Kasich
24053,Bush,Obama
24054,Bush,David Axelrod
24055,Bush,Chris Christie
24056,Bush,Fiorina
24057,Bush,Carson
24058,Bush,Bush
24059,Bush,Rubio
24060,Bush,Kasich
24061,Kasich,Rubio
24062,Bush,Rubio
24063,Bush,Rubio
24064,Cruz,Rubio
24065,Rubio,Sally Bradshaw
24066,Bush,Rubio
24067,Bush,Rubio
24068,Donald Trump,Rubio
24069,George W. Bush,Rubio
24070,Kasich,Rubio
24071,Obama,Rubio
24072,David Axelrod,Rubio
24073,Chris Christie,Rubio
24074,Fiorina,Rubio
24075,Carson,Rubio
24076,Bush,Rubio
24077,Rubio,Rubio
24078,Kasich,Rubio
24079,Bush,Kasich
24080,Bush,Kasich
24081,Cruz,Kasich
24082,Kasich,Sally Bradshaw
24083,Bush,Kasich
24084,Bush,Kasich
24085,Donald Trump,Kasich
24086,George W. Bush,Kasich
24087,Kasich,Kasich
24088,Kasich,Obama
24089,David Axelrod,Kasich
24090,Chris Christie,Kasich
24091,Fiorina,Kasich
24092,Carson,Kasich
24093,Bush,Kasich
24094,Kasich,Rubio
24095,Kasich,Kasich
24096,Bush,Bush
24097,Bush,Cruz
24098,Bush,Sally Bradshaw
24099,Bush,Bush
24100,Bush,Bush
24101,Bush,Donald Trump
24102,Bush,George W. Bush
24103,Bush,Kasich
24104,Bush,Obama
24105,Bush,David Axelrod
24106,Bush,Chris Christie
24107,Bush,Fiorina
24108,Bush,Carson
24109,Bush,Bush
24110,Bush,Rubio
24111,Bush,Kasich
24112,Bush,Cruz
24113,Bush,Sally Bradshaw
24114,Bush,Bush
24115,Bush,Bush
24116,Bush,Donald Trump
24117,Bush,George W. Bush
24118,Bush,Kasich
24119,Bush,Obama
24120,Bush,David Axelrod
24121,Bush,Chris Christie
24122,Bush,Fiorina
24123,Bush,Carson
24124,Bush,Bush
24125,Bush,Rubio
24126,Bush,Kasich
24127,Cruz,Sally Bradshaw
24128,Bush,Cruz
24129,Bush,Cruz
24130,Cruz,Donald Trump
24131,Cruz,George W. Bush
24132,Cruz,Kasich
24133,Cruz,Obama
24134,Cruz,David Axelrod
24135,Chris Christie,Cruz
24136,Cruz,Fiorina
24137,Carson,Cruz
24138,Bush,Cruz
24139,Cruz,Rubio
24140,Cruz,Kasich
24141,Bush,Sally Bradshaw
24142,Bush,Sally Bradshaw
24143,Donald Trump,Sally Bradshaw
24144,George W. Bush,Sally Bradshaw
24145,Kasich,Sally Bradshaw
24146,Obama,Sally Bradshaw
24147,David Axelrod,Sally Bradshaw
24148,Chris Christie,Sally Bradshaw
24149,Fiorina,Sally Bradshaw
24150,Carson,Sally Bradshaw
24151,Bush,Sally Bradshaw
24152,Rubio,Sally Bradshaw
24153,Kasich,Sally Bradshaw
24154,Bush,Bush
24155,Bush,Donald Trump
24156,Bush,George W. Bush
24157,Bush,Kasich
24158,Bush,Obama
24159,Bush,David Axelrod
24160,Bush,Chris Christie
24161,Bush,Fiorina
24162,Bush,Carson
24163,Bush,Bush
24164,Bush,Rubio
24165,Bush,Kasich
24166,Bush,Donald Trump
24167,Bush,George W. Bush
24168,Bush,Kasich
24169,Bush,Obama
24170,Bush,David Axelrod
24171,Bush,Chris Christie
24172,Bush,Fiorina
24173,Bush,Carson
24174,Bush,Bush
24175,Bush,Rubio
24176,Bush,Kasich
24177,Donald Trump,George W. Bush
24178,Donald Trump,Kasich
24179,Donald Trump,Obama
24180,David Axelrod,Donald Trump
24181,Chris Christie,Donald Trump
24182,Donald Trump,Fiorina
24183,Carson,Donald Trump
24184,Bush,Donald Trump
24185,Donald Trump,Rubio
24186,Donald Trump,Kasich
24187,George W. Bush,Kasich
24188,George W. Bush,Obama
24189,David Axelrod,George W. Bush
24190,Chris Christie,George W. Bush
24191,Fiorina,George W. Bush
24192,Carson,George W. Bush
24193,Bush,George W. Bush
24194,George W. Bush,Rubio
24195,George W. Bush,Kasich
24196,Kasich,Obama
24197,David Axelrod,Kasich
24198,Chris Christie,Kasich
24199,Fiorina,Kasich
24200,Carson,Kasich
24201,Bush,Kasich
24202,Kasich,Rubio
24203,Kasich,Kasich
24204,David Axelrod,Obama
24205,Chris Christie,Obama
24206,Fiorina,Obama
24207,Carson,Obama
24208,Bush,Obama
24209,Obama,Rubio
24210,Kasich,Obama
24211,Chris Christie,David Axelrod
24212,David Axelrod,Fiorina
24213,Carson,David Axelrod
24214,Bush,David Axelrod
24215,David Axelrod,Rubio
24216,David Axelrod,Kasich
24217,Chris Christie,Fiorina
24218,Carson,Chris Christie
24219,Bush,Chris Christie
24220,Chris Christie,Rubio
24221,Chris Christie,Kasich
24222,Carson,Fiorina
24223,Bush,Fiorina
24224,Fiorina,Rubio
24225,Fiorina,Kasich
24226,Bush,Carson
24227,Carson,Rubio
24228,Carson,Kasich
24229,Bush,Rubio
24230,Bush,Kasich
24231,Kasich,Rubio
24232,Antonin Scalia,Scalia
24233,Antonin Scalia,William O. Ritchie
24234,Antonin Scalia,Antonin Scalia:
24235,Antonin Scalia,Scalia
24236,Antonin Scalia,Guevara
24237,Antonin Scalia,Scalia
24238,Antonin Scalia,Scalia
24239,Antonin Scalia,Scalia
24240,Antonin Scalia,Scalia
24241,Antonin Scalia,Scalia
24242,Antonin Scalia,Scalia
24243,Antonin Scalia,Ritchie
24244,Antonin Scalia,Scalia
24245,Antonin Scalia,Brian Monahan
24246,Antonin Scalia,Scalia
24247,Antonin Scalia,Monahan
24248,Antonin Scalia,Austin
24249,Antonin Scalia,Obama
24250,Scalia,William O. Ritchie
24251,Antonin Scalia:,Scalia
24252,Scalia,Scalia
24253,Guevara,Scalia
24254,Scalia,Scalia
24255,Scalia,Scalia
24256,Scalia,Scalia
24257,Scalia,Scalia
24258,Scalia,Scalia
24259,Scalia,Scalia
24260,Ritchie,Scalia
24261,Scalia,Scalia
24262,Brian Monahan,Scalia
24263,Scalia,Scalia
24264,Monahan,Scalia
24265,Austin,Scalia
24266,Obama,Scalia
24267,Antonin Scalia:,William O. Ritchie
24268,Scalia,William O. Ritchie
24269,Guevara,William O. Ritchie
24270,Scalia,William O. Ritchie
24271,Scalia,William O. Ritchie
24272,Scalia,William O. Ritchie
24273,Scalia,William O. Ritchie
24274,Scalia,William O. Ritchie
24275,Scalia,William O. Ritchie
24276,Ritchie,William O. Ritchie
24277,Scalia,William O. Ritchie
24278,Brian Monahan,William O. Ritchie
24279,Scalia,William O. Ritchie
24280,Monahan,William O. Ritchie
24281,Austin,William O. Ritchie
24282,Obama,William O. Ritchie
24283,Antonin Scalia:,Scalia
24284,Antonin Scalia:,Guevara
24285,Antonin Scalia:,Scalia
24286,Antonin Scalia:,Scalia
24287,Antonin Scalia:,Scalia
24288,Antonin Scalia:,Scalia
24289,Antonin Scalia:,Scalia
24290,Antonin Scalia:,Scalia
24291,Antonin Scalia:,Ritchie
24292,Antonin Scalia:,Scalia
24293,Antonin Scalia:,Brian Monahan
24294,Antonin Scalia:,Scalia
24295,Antonin Scalia:,Monahan
24296,Antonin Scalia:,Austin
24297,Antonin Scalia:,Obama
24298,Guevara,Scalia
24299,Scalia,Scalia
24300,Scalia,Scalia
24301,Scalia,Scalia
24302,Scalia,Scalia
24303,Scalia,Scalia
24304,Scalia,Scalia
24305,Ritchie,Scalia
24306,Scalia,Scalia
24307,Brian Monahan,Scalia
24308,Scalia,Scalia
24309,Monahan,Scalia
24310,Austin,Scalia
24311,Obama,Scalia
24312,Guevara,Scalia
24313,Guevara,Scalia
24314,Guevara,Scalia
24315,Guevara,Scalia
24316,Guevara,Scalia
24317,Guevara,Scalia
24318,Guevara,Ritchie
24319,Guevara,Scalia
24320,Brian Monahan,Guevara
24321,Guevara,Scalia
24322,Guevara,Monahan
24323,Austin,Guevara
24324,Guevara,Obama
24325,Scalia,Scalia
24326,Scalia,Scalia
24327,Scalia,Scalia
24328,Scalia,Scalia
24329,Scalia,Scalia
24330,Ritchie,Scalia
24331,Scalia,Scalia
24332,Brian Monahan,Scalia
24333,Scalia,Scalia
24334,Monahan,Scalia
24335,Austin,Scalia
24336,Obama,Scalia
24337,Scalia,Scalia
24338,Scalia,Scalia
24339,Scalia,Scalia
24340,Scalia,Scalia
24341,Ritchie,Scalia
24342,Scalia,Scalia
24343,Brian Monahan,Scalia
24344,Scalia,Scalia
24345,Monahan,Scalia
24346,Austin,Scalia
24347,Obama,Scalia
24348,Scalia,Scalia
24349,Scalia,Scalia
24350,Scalia,Scalia
24351,Ritchie,Scalia
24352,Scalia,Scalia
24353,Brian Monahan,Scalia
24354,Scalia,Scalia
24355,Monahan,Scalia
24356,Austin,Scalia
24357,Obama,Scalia
24358,Scalia,Scalia
24359,Scalia,Scalia
24360,Ritchie,Scalia
24361,Scalia,Scalia
24362,Brian Monahan,Scalia
24363,Scalia,Scalia
24364,Monahan,Scalia
24365,Austin,Scalia
24366,Obama,Scalia
24367,Scalia,Scalia
24368,Ritchie,Scalia
24369,Scalia,Scalia
24370,Brian Monahan,Scalia
24371,Scalia,Scalia
24372,Monahan,Scalia
24373,Austin,Scalia
24374,Obama,Scalia
24375,Ritchie,Scalia
24376,Scalia,Scalia
24377,Brian Monahan,Scalia
24378,Scalia,Scalia
24379,Monahan,Scalia
24380,Austin,Scalia
24381,Obama,Scalia
24382,Ritchie,Scalia
24383,Brian Monahan,Ritchie
24384,Ritchie,Scalia
24385,Monahan,Ritchie
24386,Austin,Ritchie
24387,Obama,Ritchie
24388,Brian Monahan,Scalia
24389,Scalia,Scalia
24390,Monahan,Scalia
24391,Austin,Scalia
24392,Obama,Scalia
24393,Brian Monahan,Scalia
24394,Brian Monahan,Monahan
24395,Austin,Brian Monahan
24396,Brian Monahan,Obama
24397,Monahan,Scalia
24398,Austin,Scalia
24399,Obama,Scalia
24400,Austin,Monahan
24401,Monahan,Obama
24402,Austin,Obama
24403,Jake Tapper,McCain
24404,Jake Tapper,McCain
24405,Jake Tapper,McCain
24406,Jake Tapper,Ronald Reagan
24407,Jake Tapper,McCain
24408,McCain,McCain
24409,McCain,McCain
24410,McCain,Ronald Reagan
24411,McCain,McCain
24412,McCain,McCain
24413,McCain,Ronald Reagan
24414,McCain,McCain
24415,McCain,Ronald Reagan
24416,McCain,McCain
24417,McCain,Ronald Reagan
24418,Donald Trump,Kellyanne Conway
24419,Donald Trump,Trump
24420,Donald Trump,Donald Trump
24421,Donald Trump,Donald Trump
24422,Donald Trump,Donald Trump
24423,Donald Trump,Donald Trump
24424,Donald Trump,Tom Bradley
24425,Donald Trump,George Deukmejian
24426,Donald Trump,Donald Trump
24427,Donald Trump,Donald Trump
24428,Donald Trump,the Donald Trump
24429,Kellyanne Conway,Trump
24430,Donald Trump,Kellyanne Conway
24431,Donald Trump,Kellyanne Conway
24432,Donald Trump,Kellyanne Conway
24433,Donald Trump,Kellyanne Conway
24434,Kellyanne Conway,Tom Bradley
24435,George Deukmejian,Kellyanne Conway
24436,Donald Trump,Kellyanne Conway
24437,Donald Trump,Kellyanne Conway
24438,Kellyanne Conway,the Donald Trump
24439,Donald Trump,Trump
24440,Donald Trump,Trump
24441,Donald Trump,Trump
24442,Donald Trump,Trump
24443,Tom Bradley,Trump
24444,George Deukmejian,Trump
24445,Donald Trump,Trump
24446,Donald Trump,Trump
24447,Trump,the Donald Trump
24448,Donald Trump,Donald Trump
24449,Donald Trump,Donald Trump
24450,Donald Trump,Donald Trump
24451,Donald Trump,Tom Bradley
24452,Donald Trump,George Deukmejian
24453,Donald Trump,Donald Trump
24454,Donald Trump,Donald Trump
24455,Donald Trump,the Donald Trump
24456,Donald Trump,Donald Trump
24457,Donald Trump,Donald Trump
24458,Donald Trump,Tom Bradley
24459,Donald Trump,George Deukmejian
24460,Donald Trump,Donald Trump
24461,Donald Trump,Donald Trump
24462,Donald Trump,the Donald Trump
24463,Donald Trump,Donald Trump
24464,Donald Trump,Tom Bradley
24465,Donald Trump,George Deukmejian
24466,Donald Trump,Donald Trump
24467,Donald Trump,Donald Trump
24468,Donald Trump,the Donald Trump
24469,Donald Trump,Tom Bradley
24470,Donald Trump,George Deukmejian
24471,Donald Trump,Donald Trump
24472,Donald Trump,Donald Trump
24473,Donald Trump,the Donald Trump
24474,George Deukmejian,Tom Bradley
24475,Donald Trump,Tom Bradley
24476,Donald Trump,Tom Bradley
24477,Tom Bradley,the Donald Trump
24478,Donald Trump,George Deukmejian
24479,Donald Trump,George Deukmejian
24480,George Deukmejian,the Donald Trump
24481,Donald Trump,Donald Trump
24482,Donald Trump,the Donald Trump
24483,Donald Trump,the Donald Trump
24484,Hillary Clinton,Jeb Bush
24485,Jeb Bush,Obama
24486,Hillary Clinton,Jeb Bush
24487,Jeb Bush,Michael Wara
24488,Clinton,Jeb Bush
24489,Jeb Bush,Marco Rubio
24490,Jeb Bush,Jeb Bush
24491,Jeb Bush,Michael Wara
24492,Jeb Bush,Mitch McConnell
24493,Jeb Bush,R-KY
24494,Adele Morris,Jeb Bush
24495,David Doniger,Jeb Bush
24496,Hillary Clinton,Jeb Bush
24497,Jeb Bush,Marco Rubio
24498,Hillary Clinton's,Jeb Bush
24499,Jeb Bush,John Podesta
24500,Clinton,Jeb Bush
24501,Hillary,Jeb Bush
24502,Jeb Bush,Marco Rubio
24503,Jeb Bush,Jeb Bush
24504,Clinton,Jeb Bush
24505,David Victor,Jeb Bush
24506,Jeb Bush,Wara
24507,Hillary Clinton,Obama
24508,Hillary Clinton,Hillary Clinton
24509,Hillary Clinton,Michael Wara
24510,Clinton,Hillary Clinton
24511,Hillary Clinton,Marco Rubio
24512,Hillary Clinton,Jeb Bush
24513,Hillary Clinton,Michael Wara
24514,Hillary Clinton,Mitch McConnell
24515,Hillary Clinton,R-KY
24516,Adele Morris,Hillary Clinton
24517,David Doniger,Hillary Clinton
24518,Hillary Clinton,Hillary Clinton
24519,Hillary Clinton,Marco Rubio
24520,Hillary Clinton,Hillary Clinton's
24521,Hillary Clinton,John Podesta
24522,Clinton,Hillary Clinton
24523,Hillary,Hillary Clinton
24524,Hillary Clinton,Marco Rubio
24525,Hillary Clinton,Jeb Bush
24526,Clinton,Hillary Clinton
24527,David Victor,Hillary Clinton
24528,Hillary Clinton,Wara
24529,Hillary Clinton,Obama
24530,Michael Wara,Obama
24531,Clinton,Obama
24532,Marco Rubio,Obama
24533,Jeb Bush,Obama
24534,Michael Wara,Obama
24535,Mitch McConnell,Obama
24536,Obama,R-KY
24537,Adele Morris,Obama
24538,David Doniger,Obama
24539,Hillary Clinton,Obama
24540,Marco Rubio,Obama
24541,Hillary Clinton's,Obama
24542,John Podesta,Obama
24543,Clinton,Obama
24544,Hillary,Obama
24545,Marco Rubio,Obama
24546,Jeb Bush,Obama
24547,Clinton,Obama
24548,David Victor,Obama
24549,Obama,Wara
24550,Hillary Clinton,Michael Wara
24551,Clinton,Hillary Clinton
24552,Hillary Clinton,Marco Rubio
24553,Hillary Clinton,Jeb Bush
24554,Hillary Clinton,Michael Wara
24555,Hillary Clinton,Mitch McConnell
24556,Hillary Clinton,R-KY
24557,Adele Morris,Hillary Clinton
24558,David Doniger,Hillary Clinton
24559,Hillary Clinton,Hillary Clinton
24560,Hillary Clinton,Marco Rubio
24561,Hillary Clinton,Hillary Clinton's
24562,Hillary Clinton,John Podesta
24563,Clinton,Hillary Clinton
24564,Hillary,Hillary Clinton
24565,Hillary Clinton,Marco Rubio
24566,Hillary Clinton,Jeb Bush
24567,Clinton,Hillary Clinton
24568,David Victor,Hillary Clinton
24569,Hillary Clinton,Wara
24570,Clinton,Michael Wara
24571,Marco Rubio,Michael Wara
24572,Jeb Bush,Michael Wara
24573,Michael Wara,Michael Wara
24574,Michael Wara,Mitch McConnell
24575,Michael Wara,R-KY
24576,Adele Morris,Michael Wara
24577,David Doniger,Michael Wara
24578,Hillary Clinton,Michael Wara
24579,Marco Rubio,Michael Wara
24580,Hillary Clinton's,Michael Wara
24581,John Podesta,Michael Wara
24582,Clinton,Michael Wara
24583,Hillary,Michael Wara
24584,Marco Rubio,Michael Wara
24585,Jeb Bush,Michael Wara
24586,Clinton,Michael Wara
24587,David Victor,Michael Wara
24588,Michael Wara,Wara
24589,Clinton,Marco Rubio
24590,Clinton,Jeb Bush
24591,Clinton,Michael Wara
24592,Clinton,Mitch McConnell
24593,Clinton,R-KY
24594,Adele Morris,Clinton
24595,Clinton,David Doniger
24596,Clinton,Hillary Clinton
24597,Clinton,Marco Rubio
24598,Clinton,Hillary Clinton's
24599,Clinton,John Podesta
24600,Clinton,Clinton
24601,Clinton,Hillary
